Symbol,Catalyst,Signal_Label,Score,Stage,TT_Pass_Count,TT_Pass_All,TT_Failed_Gates,Pct_Above_52w_Low,Pct_Below_52w_High,JdK_RS_Ratio,RRG_Quadrant,VCP_Valid,VCP_Quality_Score,VCP_Contractions,Pivot_Price,Broke_Pivot,Days_Since_Pivot,Entry,SL,SL_pct,T1,T1_pct,R_Multiple,Catalyst_Reason
TATACONSUM,None,None,10,2,6,False,"T5_above_ma50,T8_rs_rank",31.1,3.3,100.49,WEAKENING,False,50,"[{'high_date': '2025-02-01', 'high': 1061.98, 'low_date': '2025-03-17', 'low': 933.53, 'pullback_pct': 12.1}, {'high_date': '2025-04-29', 'high': 1160.3, 'low_date': '2025-05-09', 'low': 1105.51, 'pullback_pct': 4.72}, {'high_date': '2025-05-16', 'high': 1159.41, 'low_date': '2025-06-18', 'low': 1065.2, 'pullback_pct': 8.13}, {'high_date': '2025-06-26', 'high': 1145.4, 'low_date': '2025-08-12', 'low': 1046.8, 'pullback_pct': 8.61}, {'high_date': '2025-11-03', 'high': 1197.5, 'low_date': '2025-12-03', 'low': 1140.0, 'pullback_pct': 4.8}]",1197.5,False,42.0,1157.4,1123.86,2.9,1258.01,8.69,3.0,no valid VCP base
TATACOMM,None,None,10,2,6,False,"T5_above_ma50,T8_rs_rank",38.2,9.1,100.55,LEADING,False,50,"[{'high_date': '2025-01-31', 'high': 1608.98, 'low_date': '2025-03-04', 'low': 1296.89, 'pullback_pct': 19.4}, {'high_date': '2025-04-03', 'high': 1607.26, 'low_date': '2025-05-08', 'low': 1485.33, 'pullback_pct': 7.59}, {'high_date': '2025-06-09', 'high': 1718.94, 'low_date': '2025-06-23', 'low': 1643.7, 'pullback_pct': 4.38}, {'high_date': '2025-07-02', 'high': 1807.5, 'low_date': '2025-08-12', 'low': 1627.0, 'pullback_pct': 9.99}, {'high_date': '2025-08-14', 'high': 1694.9, 'low_date': '2025-09-08', 'low': 1547.0, 'pullback_pct': 8.73}, {'high_date': '2025-09-16', 'high': 1713.8, 'low_date': '2025-09-29', 'low': 1613.0, 'pullback_pct': 5.88}, {'high_date': '2025-10-16', 'high': 1971.3, 'low_date': '2025-10-23', 'low': 1852.2, 'pullback_pct': 6.04}, {'high_date': '2025-10-27', 'high': 1941.3, 'low_date': '2025-11-11', 'low': 1840.0, 'pullback_pct': 5.22}, {'high_date': '2025-11-21', 'high': 1920.9, 'low_date': '2025-12-11', 'low': 1775.3, 'pullback_pct': 7.58}]",1920.9,False,24.0,1792.4,1767.23,1.4,1867.92,4.21,3.0,no valid VCP base
TBOTEK,None,None,10,2,7,False,T8_rs_rank,65.3,6.5,103.64,WEAKENING,False,50,"[{'high_date': '2025-02-10', 'high': 1651.3, 'low_date': '2025-03-03', 'low': 1196.05, 'pullback_pct': 27.57}, {'high_date': '2025-03-07', 'high': 1365.0, 'low_date': '2025-03-17', 'low': 1190.45, 'pullback_pct': 12.79}, {'high_date': '2025-03-20', 'high': 1269.7, 'low_date': '2025-04-07', 'low': 1039.1, 'pullback_pct': 18.16}, {'high_date': '2025-04-15', 'high': 1096.1, 'low_date': '2025-04-17', 'low': 1046.2, 'pullback_pct': 4.55}, {'high_date': '2025-04-21', 'high': 1100.2, 'low_date': '2025-04-28', 'low': 1013.5, 'pullback_pct': 7.88}, {'high_date': '2025-04-29', 'high': 1130.0, 'low_date': '2025-05-06', 'low': 1065.4, 'pullback_pct': 5.72}, {'high_date': '2025-05-16', 'high': 1237.6, 'low_date': '2025-05-20', 'low': 1165.8, 'pullback_pct': 5.8}, {'high_date': '2025-06-04', 'high': 1363.9, 'low_date': '2025-06-23', 'low': 1254.8, 'pullback_pct': 8.0}, {'high_date': '2025-07-01', 'high': 1447.6, 'low_date': '2025-07-11', 'low': 1325.3, 'pullback_pct': 8.45}, {'high_date': '2025-07-23', 'high': 1443.3, 'low_date': '2025-07-30', 'low': 1352.6, 'pullback_pct': 6.28}, {'high_date': '2025-08-20', 'high': 1468.0, 'low_date': '2025-08-29', 'low': 1307.3, 'pullback_pct': 10.95}, {'high_date': '2025-09-03', 'high': 1591.0, 'low_date': '2025-09-04', 'low': 1524.6, 'pullback_pct': 4.17}, {'high_date': '2025-09-09', 'high': 1642.6, 'low_date': '2025-09-12', 'low': 1554.7, 'pullback_pct': 5.35}, {'high_date': '2025-09-22', 'high': 1638.2, 'low_date': '2025-09-29', 'low': 1476.6, 'pullback_pct': 9.86}, {'high_date': '2025-10-03', 'high': 1600.5, 'low_date': '2025-10-14', 'low': 1497.7, 'pullback_pct': 6.42}, {'high_date': '2025-10-27', 'high': 1614.3, 'low_date': '2025-10-31', 'low': 1483.2, 'pullback_pct': 8.12}, {'high_date': '2025-11-24', 'high': 1730.7, 'low_date': '2025-12-08', 'low': 1605.8, 'pullback_pct': 7.22}]",1730.7,False,21.0,1675.1,1595.99,4.72,1912.44,14.17,3.0,no valid VCP base
TITAN,None,None,10,2,7,False,T8_rs_rank,29.8,1.7,104.2,LEADING,False,50,"[{'high_date': '2025-02-27', 'high': 3213.43, 'low_date': '2025-03-13', 'low': 3001.12, 'pullback_pct': 6.61}, {'high_date': '2025-03-20', 'high': 3183.52, 'low_date': '2025-04-01', 'low': 2977.99, 'pullback_pct': 6.46}, {'high_date': '2025-05-15', 'high': 3625.89, 'low_date': '2025-06-17', 'low': 3395.48, 'pullback_pct': 6.35}, {'high_date': '2025-07-02', 'high': 3696.87, 'low_date': '2025-08-01', 'low': 3316.0, 'pullback_pct': 10.3}, {'high_date': '2025-09-04', 'high': 3691.1, 'low_date': '2025-09-26', 'low': 3327.3, 'pullback_pct': 9.86}, {'high_date': '2025-11-19', 'high': 3933.1, 'low_date': '2025-12-08', 'low': 3767.0, 'pullback_pct': 4.22}]",3933.1,False,26.0,3866.2,3776.19,2.33,4136.23,6.98,3.0,no valid VCP base
SYNGENE,None,None,10,2,2,False,"T2_ma150_above_200,T3_ma200_uptrend,T4_ma50_above_med,T6_25pct_above_low,T7_within_25pct_high,T8_rs_rank",8.4,26.9,99.06,IMPROVING,False,50,"[{'high_date': '2025-04-03', 'high': 745.7, 'low_date': '2025-04-09', 'low': 690.36, 'pullback_pct': 7.42}, {'high_date': '2025-04-23', 'high': 747.7, 'low_date': '2025-05-08', 'low': 609.52, 'pullback_pct': 18.48}, {'high_date': '2025-06-12', 'high': 661.87, 'low_date': '2025-06-19', 'low': 626.04, 'pullback_pct': 5.41}, {'high_date': '2025-07-30', 'high': 722.05, 'low_date': '2025-08-11', 'low': 642.6, 'pullback_pct': 11.0}, {'high_date': '2025-08-19', 'high': 683.05, 'low_date': '2025-08-29', 'low': 625.9, 'pullback_pct': 8.37}, {'high_date': '2025-09-15', 'high': 670.8, 'low_date': '2025-09-26', 'low': 609.45, 'pullback_pct': 9.15}, {'high_date': '2025-10-23', 'high': 661.25, 'low_date': '2025-11-07', 'low': 616.3, 'pullback_pct': 6.8}, {'high_date': '2025-11-12', 'high': 663.85, 'low_date': '2025-12-09', 'low': 627.15, 'pullback_pct': 5.53}]",663.85,False,33.0,660.35,641.06,2.92,718.22,8.76,3.0,no valid VCP base
BLS,None,None,10,4,0,False,"T1_above_ma150_200,T2_ma150_above_200,T3_ma200_uptrend,T4_ma50_above_med,T5_above_ma50,T6_25pct_above_low,T7_within_25pct_high,T8_rs_rank",13.6,37.2,97.78,IMPROVING,False,50,"[{'high_date': '2025-02-06', 'high': 440.82, 'low_date': '2025-02-17', 'low': 366.46, 'pullback_pct': 16.87}, {'high_date': '2025-02-20', 'high': 388.74, 'low_date': '2025-03-03', 'low': 324.87, 'pullback_pct': 16.43}, {'high_date': '2025-03-07', 'high': 343.83, 'low_date': '2025-03-13', 'low': 322.45, 'pullback_pct': 6.22}, {'high_date': '2025-03-24', 'high': 418.2, 'low_date': '2025-04-07', 'low': 347.15, 'pullback_pct': 16.99}, {'high_date': '2025-04-08', 'high': 363.64, 'low_date': '2025-04-09', 'low': 343.14, 'pullback_pct': 5.64}, {'high_date': '2025-04-21', 'high': 399.98, 'low_date': '2025-05-06', 'low': 337.15, 'pullback_pct': 15.71}, {'high_date': '2025-05-28', 'high': 411.56, 'low_date': '2025-06-19', 'low': 350.67, 'pullback_pct': 14.8}, {'high_date': '2025-06-27', 'high': 375.77, 'low_date': '2025-07-02', 'low': 359.08, 'pullback_pct': 4.44}, {'high_date': '2025-07-16', 'high': 383.54, 'low_date': '2025-07-28', 'low': 356.46, 'pullback_pct': 7.06}, {'high_date': '2025-08-06', 'high': 398.29, 'low_date': '2025-09-30', 'low': 320.0, 'pullback_pct': 19.66}, {'high_date': '2025-10-07', 'high': 348.89, 'low_date': '2025-10-15', 'low': 276.56, 'pullback_pct': 20.73}, {'high_date': '2025-10-17', 'high': 324.47, 'low_date': '2025-10-28', 'low': 305.16, 'pullback_pct': 5.95}, {'high_date': '2025-11-04', 'high': 319.65, 'low_date': '2025-11-11', 'low': 306.3, 'pullback_pct': 4.18}, {'high_date': '2025-11-12', 'high': 334.3, 'low_date': '2025-11-25', 'low': 310.72, 'pullback_pct': 7.05}, {'high_date': '2025-12-05', 'high': 330.38, 'low_date': '2025-12-08', 'low': 312.65, 'pullback_pct': 5.36}]",330.38,False,10.0,314.24,303.95,3.28,345.12,9.83,3.0,no valid VCP base
ATUL,None,None,10,4,2,False,"T1_above_ma150_200,T3_ma200_uptrend,T4_ma50_above_med,T5_above_ma50,T6_25pct_above_low,T8_rs_rank",13.6,23.7,98.23,IMPROVING,False,50,"[{'high_date': '2025-03-28', 'high': 6116.16, 'low_date': '2025-04-07', 'low': 5149.59, 'pullback_pct': 15.8}, {'high_date': '2025-06-09', 'high': 7438.14, 'low_date': '2025-06-20', 'low': 6850.6, 'pullback_pct': 7.9}, {'high_date': '2025-07-07', 'high': 7670.36, 'low_date': '2025-08-26', 'low': 6261.0, 'pullback_pct': 18.37}, {'high_date': '2025-09-18', 'high': 6545.0, 'low_date': '2025-11-07', 'low': 5691.0, 'pullback_pct': 13.05}, {'high_date': '2025-11-18', 'high': 6146.0, 'low_date': '2025-12-08', 'low': 5731.0, 'pullback_pct': 6.75}]",6146.0,False,27.0,5850.0,5654.32,3.34,6437.04,10.03,3.0,no valid VCP base
APARINDS,None,None,10,2,7,False,T8_rs_rank,89.8,21.6,102.27,LEADING,False,50,"[{'high_date': '2025-01-31', 'high': 7447.85, 'low_date': '2025-02-18', 'low': 6124.34, 'pullback_pct': 17.77}, {'high_date': '2025-02-24', 'high': 6410.55, 'low_date': '2025-03-06', 'low': 5688.87, 'pullback_pct': 11.26}, {'high_date': '2025-03-07', 'high': 6070.66, 'low_date': '2025-03-17', 'low': 5290.28, 'pullback_pct': 12.85}, {'high_date': '2025-03-24', 'high': 6109.33, 'low_date': '2025-04-09', 'low': 4788.95, 'pullback_pct': 21.61}, {'high_date': '2025-05-16', 'high': 8179.57, 'low_date': '2025-05-20', 'low': 7393.23, 'pullback_pct': 9.61}, {'high_date': '2025-06-09', 'high': 8137.82, 'low_date': '2025-06-16', 'low': 7690.97, 'pullback_pct': 5.49}, {'high_date': '2025-07-03', 'high': 8868.49, 'low_date': '2025-07-07', 'low': 8493.22, 'pullback_pct': 4.23}, {'high_date': '2025-07-21', 'high': 9203.51, 'low_date': '2025-07-28', 'low': 8614.0, 'pullback_pct': 6.41}, {'high_date': '2025-07-29', 'high': 9681.5, 'low_date': '2025-08-28', 'low': 7730.5, 'pullback_pct': 20.15}, {'high_date': '2025-09-17', 'high': 8943.0, 'low_date': '2025-09-30', 'low': 8186.0, 'pullback_pct': 8.46}, {'high_date': '2025-10-29', 'high': 9462.0, 'low_date': '2025-11-10', 'low': 8280.0, 'pullback_pct': 12.49}, {'high_date': '2025-11-19', 'high': 9335.0, 'low_date': '2025-12-08', 'low': 8643.0, 'pullback_pct': 7.41}]",9335.0,False,26.0,9090.5,8704.25,4.25,10249.25,12.75,3.0,no valid VCP base
APOLLOTYRE,None,None,10,2,6,False,"T5_above_ma50,T8_rs_rank",36.8,6.5,101.69,WEAKENING,False,50,"[{'high_date': '2025-01-31', 'high': 429.68, 'low_date': '2025-02-28', 'low': 367.78, 'pullback_pct': 14.41}, {'high_date': '2025-03-24', 'high': 425.4, 'low_date': '2025-04-07', 'low': 390.52, 'pullback_pct': 8.2}, {'high_date': '2025-05-07', 'high': 486.13, 'low_date': '2025-05-09', 'low': 458.47, 'pullback_pct': 5.69}, {'high_date': '2025-05-26', 'high': 486.52, 'low_date': '2025-06-20', 'low': 432.13, 'pullback_pct': 11.18}, {'high_date': '2025-07-09', 'high': 465.64, 'low_date': '2025-08-14', 'low': 429.31, 'pullback_pct': 7.8}, {'high_date': '2025-09-24', 'high': 491.28, 'low_date': '2025-09-29', 'low': 462.33, 'pullback_pct': 5.89}, {'high_date': '2025-11-13', 'high': 533.19, 'low_date': '2025-11-21', 'low': 508.86, 'pullback_pct': 4.56}, {'high_date': '2025-12-03', 'high': 531.5, 'low_date': '2025-12-15', 'low': 503.0, 'pullback_pct': 5.36}]",531.5,False,12.0,503.0,488.98,2.79,545.04,8.36,3.0,no valid VCP base
AUROPHARMA,None,None,10,2,5,False,"T2_ma150_above_200,T6_25pct_above_low,T8_rs_rank",16.1,12.0,104.98,LEADING,False,50,"[{'high_date': '2025-02-13', 'high': 1175.54, 'low_date': '2025-03-04', 'low': 1047.82, 'pullback_pct': 10.86}, {'high_date': '2025-03-24', 'high': 1205.08, 'low_date': '2025-04-09', 'low': 1054.04, 'pullback_pct': 12.53}, {'high_date': '2025-04-24', 'high': 1253.1, 'low_date': '2025-05-08', 'low': 1153.27, 'pullback_pct': 7.97}, {'high_date': '2025-05-13', 'high': 1219.22, 'low_date': '2025-06-19', 'low': 1078.45, 'pullback_pct': 11.55}, {'high_date': '2025-07-04', 'high': 1186.84, 'low_date': '2025-07-22', 'low': 1097.28, 'pullback_pct': 7.55}, {'high_date': '2025-07-29', 'high': 1153.77, 'low_date': '2025-08-08', 'low': 1042.1, 'pullback_pct': 9.68}, {'high_date': '2025-08-19', 'high': 1089.7, 'low_date': '2025-09-02', 'low': 1022.2, 'pullback_pct': 6.19}, {'high_date': '2025-09-18', 'high': 1128.9, 'low_date': '2025-10-08', 'low': 1070.8, 'pullback_pct': 5.15}, {'high_date': '2025-10-13', 'high': 1136.8, 'low_date': '2025-10-24', 'low': 1085.0, 'pullback_pct': 4.56}, {'high_date': '2025-11-18', 'high': 1239.3, 'low_date': '2025-12-09', 'low': 1163.6, 'pullback_pct': 6.11}]",1239.3,False,27.0,1186.3,1150.69,3.0,1293.14,9.01,3.0,no valid VCP base
ADANIPORTS,None,None,10,2,7,False,T8_rs_rank,44.3,1.2,102.36,LEADING,False,50,"[{'high_date': '2025-02-06', 'high': 1158.41, 'low_date': '2025-02-14', 'low': 1057.55, 'pullback_pct': 8.71}, {'high_date': '2025-02-20', 'high': 1106.32, 'low_date': '2025-03-03', 'low': 1047.95, 'pullback_pct': 5.28}, {'high_date': '2025-03-24', 'high': 1194.99, 'low_date': '2025-04-07', 'low': 1105.27, 'pullback_pct': 7.51}, {'high_date': '2025-04-17', 'high': 1253.3, 'low_date': '2025-04-25', 'low': 1187.22, 'pullback_pct': 5.27}, {'high_date': '2025-06-10', 'high': 1466.66, 'low_date': '2025-06-19', 'low': 1338.0, 'pullback_pct': 8.77}, {'high_date': '2025-07-16', 'high': 1456.7, 'low_date': '2025-08-14', 'low': 1300.3, 'pullback_pct': 10.74}, {'high_date': '2025-08-20', 'high': 1370.6, 'low_date': '2025-08-29', 'low': 1312.8, 'pullback_pct': 4.22}, {'high_date': '2025-09-22', 'high': 1444.2, 'low_date': '2025-09-29', 'low': 1383.2, 'pullback_pct': 4.22}, {'high_date': '2025-10-16', 'high': 1479.5, 'low_date': '2025-10-28', 'low': 1417.9, 'pullback_pct': 4.16}]",1479.5,True,60.0,1512.6,1472.65,2.64,1632.46,7.92,3.0,no valid VCP base
AFCONS,None,None,10,4,0,False,"T1_above_ma150_200,T2_ma150_above_200,T3_ma200_uptrend,T4_ma50_above_med,T5_above_ma50,T6_25pct_above_low,T7_within_25pct_high,T8_rs_rank",2.8,26.4,90.27,LAGGING,False,50,"[{'high_date': '2025-02-01', 'high': 470.26, 'low_date': '2025-02-04', 'low': 425.53, 'pullback_pct': 9.51}, {'high_date': '2025-02-07', 'high': 463.7, 'low_date': '2025-02-14', 'low': 421.7, 'pullback_pct': 9.06}, {'high_date': '2025-02-20', 'high': 453.16, 'low_date': '2025-03-03', 'low': 404.06, 'pullback_pct': 10.84}, {'high_date': '2025-03-24', 'high': 486.76, 'low_date': '2025-04-09', 'low': 419.96, 'pullback_pct': 13.72}, {'high_date': '2025-04-16', 'high': 442.43, 'low_date': '2025-05-06', 'low': 411.56, 'pullback_pct': 6.98}, {'high_date': '2025-05-20', 'high': 463.35, 'low_date': '2025-06-04', 'low': 418.97, 'pullback_pct': 9.58}, {'high_date': '2025-06-09', 'high': 445.21, 'low_date': '2025-06-19', 'low': 422.3, 'pullback_pct': 5.15}, {'high_date': '2025-06-27', 'high': 439.74, 'low_date': '2025-07-29', 'low': 396.95, 'pullback_pct': 9.73}, {'high_date': '2025-09-19', 'high': 461.65, 'low_date': '2025-09-26', 'low': 438.3, 'pullback_pct': 5.06}, {'high_date': '2025-10-09', 'high': 465.7, 'low_date': '2025-11-19', 'low': 388.95, 'pullback_pct': 16.48}, {'high_date': '2025-12-02', 'high': 414.65, 'low_date': '2025-12-08', 'low': 388.3, 'pullback_pct': 6.35}]",414.65,False,13.0,399.05,383.74,3.84,444.97,11.51,3.0,no valid VCP base
AJANTPHARM,None,None,10,2,3,False,"T2_ma150_above_200,T3_ma200_uptrend,T4_ma50_above_med,T6_25pct_above_low,T8_rs_rank",12.5,12.2,103.64,LEADING,False,50,"[{'high_date': '2025-02-03', 'high': 2949.66, 'low_date': '2025-02-13', 'low': 2467.92, 'pullback_pct': 16.33}, {'high_date': '2025-02-19', 'high': 2757.47, 'low_date': '2025-03-03', 'low': 2416.89, 'pullback_pct': 12.35}, {'high_date': '2025-03-25', 'high': 2743.53, 'low_date': '2025-04-07', 'low': 2348.11, 'pullback_pct': 14.41}, {'high_date': '2025-04-24', 'high': 2759.45, 'low_date': '2025-05-12', 'low': 2454.76, 'pullback_pct': 11.04}, {'high_date': '2025-05-21', 'high': 2608.64, 'low_date': '2025-05-30', 'low': 2482.95, 'pullback_pct': 4.82}, {'high_date': '2025-06-12', 'high': 2700.01, 'low_date': '2025-07-01', 'low': 2474.94, 'pullback_pct': 8.34}, {'high_date': '2025-07-29', 'high': 2791.88, 'low_date': '2025-08-06', 'low': 2513.21, 'pullback_pct': 9.98}, {'high_date': '2025-08-19', 'high': 2673.31, 'low_date': '2025-09-01', 'low': 2424.8, 'pullback_pct': 9.3}, {'high_date': '2025-09-05', 'high': 2585.1, 'low_date': '2025-10-28', 'low': 2361.91, 'pullback_pct': 8.63}, {'high_date': '2025-11-04', 'high': 2581.74, 'low_date': '2025-11-18', 'low': 2458.1, 'pullback_pct': 4.79}]",2581.74,True,41.0,2642.1,2559.25,3.14,2890.66,9.41,3.0,no valid VCP base
ALKEM,None,None,10,2,6,False,"T6_25pct_above_low,T8_rs_rank",23.4,2.6,100.26,WEAKENING,False,50,"[{'high_date': '2025-02-06', 'high': 5164.3, 'low_date': '2025-02-25', 'low': 4519.77, 'pullback_pct': 12.48}, {'high_date': '2025-03-24', 'high': 5003.91, 'low_date': '2025-04-07', 'low': 4655.25, 'pullback_pct': 6.97}, {'high_date': '2025-04-23', 'high': 5182.63, 'low_date': '2025-05-08', 'low': 4891.95, 'pullback_pct': 5.61}, {'high_date': '2025-05-21', 'high': 5322.27, 'low_date': '2025-07-10', 'low': 4687.24, 'pullback_pct': 11.93}, {'high_date': '2025-07-30', 'high': 5050.51, 'low_date': '2025-08-08', 'low': 4725.9, 'pullback_pct': 6.43}]",5050.51,True,138.0,5579.52,5430.08,2.68,6027.83,8.04,3.0,no valid VCP base
ABDL,None,None,10,2,7,False,T8_rs_rank,107.2,8.4,104.85,WEAKENING,False,50,"[{'high_date': '2025-02-04', 'high': 397.68, 'low_date': '2025-02-18', 'low': 322.51, 'pullback_pct': 18.9}, {'high_date': '2025-02-20', 'high': 335.65, 'low_date': '2025-03-03', 'low': 308.18, 'pullback_pct': 8.18}, {'high_date': '2025-03-07', 'high': 332.08, 'low_date': '2025-03-17', 'low': 308.43, 'pullback_pct': 7.12}, {'high_date': '2025-03-24', 'high': 323.95, 'low_date': '2025-04-01', 'low': 303.22, 'pullback_pct': 6.4}, {'high_date': '2025-04-23', 'high': 330.34, 'low_date': '2025-05-02', 'low': 302.23, 'pullback_pct': 8.51}, {'high_date': '2025-05-15', 'high': 406.01, 'low_date': '2025-05-16', 'low': 386.72, 'pullback_pct': 4.75}, {'high_date': '2025-06-10', 'high': 440.87, 'low_date': '2025-06-12', 'low': 412.01, 'pullback_pct': 6.55}, {'high_date': '2025-06-17', 'high': 430.66, 'low_date': '2025-06-19', 'low': 411.77, 'pullback_pct': 4.39}, {'high_date': '2025-07-17', 'high': 496.95, 'low_date': '2025-07-25', 'low': 459.75, 'pullback_pct': 7.49}, {'high_date': '2025-08-04', 'high': 528.9, 'low_date': '2025-08-11', 'low': 488.7, 'pullback_pct': 7.6}, {'high_date': '2025-08-19', 'high': 527.3, 'low_date': '2025-09-03', 'low': 492.85, 'pullback_pct': 6.53}, {'high_date': '2025-09-15', 'high': 564.35, 'low_date': '2025-09-30', 'low': 507.7, 'pullback_pct': 10.04}, {'high_date': '2025-10-06', 'high': 556.4, 'low_date': '2025-10-14', 'low': 528.5, 'pullback_pct': 5.01}, {'high_date': '2025-11-03', 'high': 683.8, 'low_date': '2025-11-11', 'low': 617.45, 'pullback_pct': 9.7}, {'high_date': '2025-11-17', 'high': 670.35, 'low_date': '2025-12-02', 'low': 598.6, 'pullback_pct': 10.7}]",670.35,False,28.0,626.1,616.72,1.5,654.23,4.49,3.0,no valid VCP base
APLAPOLLO,None,None,8,2,6,False,"T5_above_ma50,T8_rs_rank",33.9,9.1,99.53,LAGGING,False,40,"[{'high_date': '2025-02-21', 'high': 1484.02, 'low_date': '2025-03-13', 'low': 1368.03, 'pullback_pct': 7.82}, {'high_date': '2025-04-03', 'high': 1560.4, 'low_date': '2025-04-07', 'low': 1434.99, 'pullback_pct': 8.04}, {'high_date': '2025-06-06', 'high': 1914.22, 'low_date': '2025-07-28', 'low': 1499.57, 'pullback_pct': 21.66}, {'high_date': '2025-10-29', 'high': 1804.8, 'low_date': '2025-11-25', 'low': 1698.4, 'pullback_pct': 5.9}]",1804.8,False,47.0,1739.1,1692.21,2.7,1879.76,8.09,3.0,no valid VCP base
AADHARHFC,None,None,8,3,6,False,"T5_above_ma50,T8_rs_rank",36.6,7.9,95.18,LAGGING,False,40,"[{'high_date': '2025-02-07', 'high': 401.15, 'low_date': '2025-02-24', 'low': 366.25, 'pullback_pct': 8.7}, {'high_date': '2025-03-19', 'high': 443.2, 'low_date': '2025-03-26', 'low': 403.25, 'pullback_pct': 9.01}, {'high_date': '2025-04-03', 'high': 458.65, 'low_date': '2025-04-07', 'low': 430.2, 'pullback_pct': 6.2}, {'high_date': '2025-04-17', 'high': 485.35, 'low_date': '2025-04-25', 'low': 456.75, 'pullback_pct': 5.89}, {'high_date': '2025-04-29', 'high': 476.55, 'low_date': '2025-05-09', 'low': 440.95, 'pullback_pct': 7.47}, {'high_date': '2025-05-13', 'high': 460.55, 'low_date': '2025-05-29', 'low': 430.1, 'pullback_pct': 6.61}, {'high_date': '2025-06-09', 'high': 452.95, 'low_date': '2025-06-24', 'low': 434.25, 'pullback_pct': 4.13}, {'high_date': '2025-07-22', 'high': 519.6, 'low_date': '2025-07-25', 'low': 496.4, 'pullback_pct': 4.46}, {'high_date': '2025-07-28', 'high': 516.55, 'low_date': '2025-08-06', 'low': 495.55, 'pullback_pct': 4.07}, {'high_date': '2025-08-22', 'high': 521.85, 'low_date': '2025-08-28', 'low': 497.0, 'pullback_pct': 4.76}, {'high_date': '2025-09-24', 'high': 539.85, 'low_date': '2025-11-28', 'low': 481.15, 'pullback_pct': 10.87}]",539.85,False,82.0,497.35,496.66,0.14,499.41,0.42,3.0,no valid VCP base
ADANIENT,None,None,8,4,3,False,"T1_above_ma150_200,T4_ma50_above_med,T5_above_ma50,T6_25pct_above_low,T8_rs_rank",8.8,14.9,92.63,LAGGING,False,40,"[{'high_date': '2025-02-12', 'high': 2352.28, 'low_date': '2025-02-28', 'low': 2094.96, 'pullback_pct': 10.94}, {'high_date': '2025-04-03', 'high': 2409.61, 'low_date': '2025-04-07', 'low': 2211.6, 'pullback_pct': 8.22}, {'high_date': '2025-04-23', 'high': 2452.38, 'low_date': '2025-05-02', 'low': 2297.96, 'pullback_pct': 6.3}, {'high_date': '2025-05-05', 'high': 2454.28, 'low_date': '2025-05-09', 'low': 2249.88, 'pullback_pct': 8.33}, {'high_date': '2025-06-10', 'high': 2611.81, 'low_date': '2025-06-19', 'low': 2420.6, 'pullback_pct': 7.32}, {'high_date': '2025-06-27', 'high': 2646.3, 'low_date': '2025-08-08', 'low': 2178.1, 'pullback_pct': 17.69}, {'high_date': '2025-08-19', 'high': 2388.4, 'low_date': '2025-08-29', 'low': 2244.7, 'pullback_pct': 6.02}, {'high_date': '2025-09-23', 'high': 2676.4, 'low_date': '2025-11-11', 'low': 2294.58, 'pullback_pct': 14.27}, {'high_date': '2025-11-17', 'high': 2462.0, 'low_date': '2025-12-03', 'low': 2189.8, 'pullback_pct': 11.06}]",2462.0,False,28.0,2278.9,2265.04,0.61,2320.48,1.82,3.0,no valid VCP base
ADANIENSOL,None,None,8,2,7,False,T8_rs_rank,57.2,1.0,103.41,LEADING,False,40,"[{'high_date': '2025-02-05', 'high': 775.5, 'low_date': '2025-03-04', 'low': 646.65, 'pullback_pct': 16.62}, {'high_date': '2025-04-03', 'high': 884.35, 'low_date': '2025-04-07', 'low': 815.05, 'pullback_pct': 7.84}, {'high_date': '2025-04-24', 'high': 961.7, 'low_date': '2025-04-30', 'low': 899.65, 'pullback_pct': 6.45}, {'high_date': '2025-05-05', 'high': 937.2, 'low_date': '2025-05-09', 'low': 827.1, 'pullback_pct': 11.75}, {'high_date': '2025-05-16', 'high': 915.05, 'low_date': '2025-06-03', 'low': 856.55, 'pullback_pct': 6.39}, {'high_date': '2025-06-10', 'high': 915.5, 'low_date': '2025-06-19', 'low': 823.6, 'pullback_pct': 10.04}, {'high_date': '2025-07-10', 'high': 891.05, 'low_date': '2025-08-14', 'low': 775.8, 'pullback_pct': 12.93}, {'high_date': '2025-08-19', 'high': 828.2, 'low_date': '2025-09-05', 'low': 755.95, 'pullback_pct': 8.72}, {'high_date': '2025-09-22', 'high': 937.4, 'low_date': '2025-09-29', 'low': 871.75, 'pullback_pct': 7.0}, {'high_date': '2025-11-18', 'high': 1026.65, 'low_date': '2025-12-08', 'low': 960.5, 'pullback_pct': 6.44}]",1026.65,False,27.0,1016.45,981.75,3.41,1120.56,10.24,3.0,no valid VCP base
